Student Contributor Name,Address,Zip Code,Price Sold,Date Sold,Number of Bedrooms,Number of Bathrooms (add 0.5 for a half bath),Year Built,Squared Feet,Lot size (in sqft),Number of Parking Spots
Derek Schult,2618 Streamside Ct,45230,246000,5/12/2004,4,3.5,1998,3320,10018,4
Derek Schult,8543 Sunmont Dr,45255,255000,3/5/2008,4,3,1998,2950,8712,2
Ajay Mahato,"7844 Gapstow Brg #303, Cincinnati, OH",45231,269000,1/5/2024,3,3,1998,1848,28314,NA
Anil Palazzo,"7844 Gapstow Brg #303, Cincinnati, OH",45231,269900,1/5/2024,3,3,1998,"1,848","28,314",no data
Ramvyasa Thavasiraj,"1043 Amherst Blvd, London, OH",43140,276000,11/30/2023,3,3,1998,1462,10890,2
Ishaan Chaudhari,"1487 Tedrick Rd, New Concord, OH",43762,419900,10/25/2021,2,2,1998,1496,3316222.8,2
Ishaan Chaudhari,"24247 State Route 79, Warsaw, OH",43844,900000,2/9/2023,6,5,1998,6791,3731785.2,3
Aditya Raj Singhal,"3018 Corbin Dr, Indianapolis, IN",46217,270000,1/10/2024,4,3,1999,"1,776",6969,2
Kijung Lee,"6492 Prestwick Ct, Mason, OH",45040,295000,1/9/2024,3,3,1999,2108,3101,NA
Nishit Raj,"917 Baccarat Dr, Cincinnati, OH",45245,355000,11/6/2023,4,3,1999,1904,30567,2
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"4496 Stratford Ct, Batavia, OH",45103,396000,1/11/2024,4,4,1999,3140,13503.6,3
Heather Stoffer,"3042 Parkers Run, New Richmond, OH",45157,410000,10/29/2010,2,2,1999,"2,271","119,354",2
Nicole Baker,"10900 Bond Rd, Harrison, OH",45030,415000,8/9/2023,3,2,1999,2158,187308,3
Jadyn Bauss,"572 Empress Ave, Cincinnati, OH",45266,416000,12/29/2023,3,3,1999,"1,400","3,136",2
Sarah Schaefer,"8038 Birchwood Ct, Mason, OH",45040,431000,11/29/2023,4,3,1999,"3,024","13,503",2
Sarah Schaefer,"5758 Homecrest Ln, Mason, OH",45040,440000,11/27/2023,4,3,1999,"2,472","12,197",2
Sarah Schaefer,"1254 Sweetwater Dr, Cincinnati, OH",45215,460000,10/16/2023,4,4,1999,"3,676","13,068",2
Matt Guido,7015 King James Ct,45247,475000,12/29/2023,4,3.5,1999,3596,19602,2
Nikhita Veluri,"890 Pine Valley Ln, Cincinnati, OH",45245,545000,11/15/2023,4,3,1999,3682,10890,2
Manan Sharma,"9195 Brehm Rd, Cincinnati, OH",45252,580000,4/15/2021,4,5,1999,3181,140698,3
Hrishikesh Anil Patil,"1200 Greenery Ln, Cincinnati, OH",45233,633000,4/12/2023,4,4,1999,2836,13939.2,2
Kijung Lee,"6329 Caddies Way, Mason, OH",45040,690000,12/28/2023,4,5,1999,4186,16988,3
Aditya Raj Singhal,"106 Sunnyside Ct, Pewee Valley, KY",40056,935000,1/11/2024,5,5,1999,"7,018",43560,4
Kory Bailey,"11040 Woodlands Way, Cincinnati, OH",45241,1010000,9/27/2023,5,5,1999,6873,35719.2,3
He Yang,"7795 Keller Rd, Cincinnati, OH",45243,1350000,8/4/2023,4,5,1999,4565,47916,3
Sarah Schaefer,"9200 Old Indian Hill Rd, Cincinnati, OH",45243,3500000,11/21/2023,5,8,1999,"10,119","87,555",4
Pimlapas Kumkerd,"827 Neeb Rd APT 1, Cincinnati, OH",45233,190000,12/22/2023,2,2,2000,"1,215",,1
Lokesh Rudravalambi Suresh,"827 Neeb Rd APT 1, Cincinnati",45233,190000,12/22/2023,2,2,2000,1215,1215,1
Ramvyasa Thavasiraj,"344 Bishop Dr, London, OH ",43140,230000,1/12/2024,2,2,2000,1502,2178,2
Srikar Kudumula,"344 Bishop Dr, London, OH",43140,230000,1/12/2024,2,2,2000,1502,NA,2
Adapa Veda Supraja,"344 Bishop Dr, London, OH ",43140,230000,1/12/2024,2,2,2000,1502,2178,2
Kijung Lee,"225 Briargate Dr, Lebanon, OH",45036,407500,1/2/2024,4,3,2000,2497,12196,NA
William Treutel,"923 Weninger Cir, Cincinnati, OH",45203,535000,9/2/2022,3,4,2000,1896,3484,2
Nikhil Sai Kumar Runku,"923 Weninger Cir, Cincinnati, OH",45203,535000,9/2/2022,3,4,2000,1896,3484,2
Hunter Jessee,"2731 Cleinview Ave, Cincinnati, OH",45206,549000,12/8/2023,3,3,2000,3130,2308,2
Nikhita Veluri,"2731 Cleinview Ave, Cincinnati, OH",45206,549000,12/8/2023,3,2.5,2000,3130,2308,2
Adapa Veda Supraja,"2731 Cleinview Ave #C, Cincinnati, OH",45206,560200,12/10/2023,3,4,2000,2730,2787,1
Catherine Ngothi,"7 Thomas Ct, Cincinnati, OH",45246,710000,12/27/2023,3,3,2000,3052,"7,840",2
David Dickens,"690 Windings Ln, Cincinnati, OH",45220,900000,8/25/2023,4,3,2000,2993,16117,2
Shivani Pilli,690 Windings Ln,45220,900000,8/25/2023,4,3,2000,2993,16117.2,2
He Yang,"7805 Keller Rd, Cincinnati, OH",45243,1128000,6/30/2023,5,4.5,2000,4217,20909,N/A
Ramvyasa Thavasiraj,"366 Harrington Dr, London, OH",43140,100000,6/17/2022,2,2,2001,1502,1433,1
Ramvyasa Thavasiraj,"361 Buckingham Dr #361, London, OH",43140,142000,3/8/2023,2,1,2001,814,2788,1
Archana Basnett,"2750 Enslin St, Cincinnati, OH",45225,170000,5/4/2022,2,2,2001,1368,4268.88,1
Jayavardhan Reddy Mallu,"4951 N Arbor Woods Ct APT 203, Cincinnati, OH",45248,185000,1/12/2024,2,2,2001,"1,203",N/A,N/A
Ramvyasa Thavasiraj,"348 Bishop Dr, London, OH",43140,223000,5/23/2023,2,2,2001,1502,2178,2
Ramvyasa Thavasiraj,"348 Bishop Dr, London, OH",43140,223000,5/23/2023,2,2,2001,1502,1433,2
Ramvyasa Thavasiraj,"362 Harrington Dr, London, OH",43140,227000,8/17/2023,2,2,2001,1502,2178,1
Srikar Kudumula,"1092 Sheffield Blvd, London, OH",43140,285000,1/5/2024,4,3,2001,1804,7405,2
Sergio Mateo,2580 Riverside Dr,45202,300000,9/8/2023,2,2,2001,1424,4922.28,2
Nicole Baker,"1023 Cutter St, Cincinnati, OH",45203,370000,9/9/2022,4,4,2001,2479,2395,1
Ishaan Chaudhari,"1116 Township Road 217, Scottown, OH",45678,425000,4/13/2021,3,2,2001,2127,3730914,3
Kijung Lee,"7139 White Oak Ct, Mason, OH",45040,425500,12/22/2023,3,3,2001,2424,1463,2
Ramvyasa Thavasiraj,"1850 State Route 187, London, OH",43140,500000,9/8/2023,4,3,2001,3478,19600,2
Nikhita Veluri,"3326 Aberdeen Rdg, Cincinnati, OH",45245,550000,8/24/2023,5,3.5,2001,2814,19602,1
Kory Bailey,"8398 Wycliffe Dr, Cincinnati, OH",45244,932000,1/4/2024,4,4.5,2001,5210,67904,3
Sarah Schaefer,"8500 Old Carriage Trl, Cincinnati, OH",45242,1900000,12/4/2023,4,7,2001,"6,391","43,996",3
Rachael Rahe,"2 Taft Road Ln, Cincinnati, OH",45206,2800000,12/16/2022,5,5,2001,7537,64468.8,3
Ramvyasa Thavasiraj,"358 Bishop Dr, London, OH",43140,189000,3/31/2021,2,2,2002,1502,1433,2
Ramvyasa Thavasiraj,"1045 Braxton Blvd, London, OH",43140,280000,9/7/2023,4,3,2002,1832,7405,2
Kijung Lee,"4201 Fontenay, Mason, OH",45040,292000,1/8/2024,3,2,2002,1695,NA,2
Rachael Rahe,"6724 Baytowne Dr, Cincinnati, OH",45247,450500,4/15/2022,4,3,2002,2313,43995.6,2
Heather Stoffer,"4287 Crown Ct, Mason, OH ",45040,799900,1/8/2024,5,5,2002,"6,166","14,810",3
Kijung Lee,"4287 Crown Ct, Mason, OH",45040,799900,1/8/2024,5,5,2002,6166,14810,3
Heather Stoffer,"1425 Apple Farm Ln, Cincinnati, OH",45230,873500,12/11/2023,4,3,2002,"2,676","20,909",2
Ramvyasa Thavasiraj,"390 Bishop Dr, London, OH",43140,240316,6/9/2023,2,2,2003,1502,2178,2
Ramvyasa Thavasiraj,"1062 Hartford Ln, London, OH ",43140,260000,12/13/2023,3,3,2003,1536,6969,2
Ajay Mahato,"916 Glen Eagle Ct, Cincinnati, OH",45238,276000,1/5/2024,2,3,2003,2190,,2
Anil Palazzo,"916 Glen Eagle Ct, Cincinnati, OH",45238,276000,1/5/2024,2,3,2003,"2,190","55,757",2
Nathan Poeppelman,"5227 Appaloosa Cir, Morrow, OH",45152,325000,12/19/2023,4,3,2003,1906,10332,2
Stewart Shumrick,6811 Salem Rd,45230,381300,11/22/2023,4,3,2003,2269,13068,2
Nicole Baker,"10511 Asheville Pine Ct, Harrison, OH",45030,385000,7/14/2023,4,3,2003,2321,26136,2
Nicole Baker,"10736 Carolina Pines Dr, Harrison, OH",45030,405000,8/26/2022,4,4,2003,2451,15681,2
William Treutel,"3553 Royal Stewart Ct, Cincinnati, OH",45245,482725,12/12/2023,5,3,2003,3694,13068,3
Manan Sharma,"9769 Pebble View Dr, Cincinnati, OH",45252,520000,9/15/2022,3,3,2003,3620,14810,2
Aditya Raj Singhal,"9110 Tartan Fields Dr, Dublin, OH",43017,2700000,1/12/2024,6,8,2003,"9,139",18295.2,3
Jameson Zink,"1238 Elsinore Ave, Cincinnati",45202,221000,5/28/2004,3,3,2004,2374,2374,2
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"610 Clemmer Ave UNIT 1, Cincinnati, OH",45219,250000,7/25/2023,2,2.5,2004,1320,-,1
Nathan Poeppelman,"5605 Appaloosa Cir, Morrow, OH",45152,270000,8/18/2022,4,3,2004,2462,10018,2
Nathan Poeppelman,"5611 Appaloosa Cir, Morrow, OH",45152,360000,9/26/2023,4,2.5,2004,2930,10249,2
Sai Shivani Aahwanika Maddi Lakshmi,"3511 Harrow Ave, Cincinnati, OH",45209,510000,3/8/2023,3,3,2004,"1,804","6,751",2
Sarah Schaefer,"8350 Eagle Ridge Dr, Cincinnati, OH",45243,2350000,12/21/2023,6,7,2004,"7,613","29,620",3
Nathan Poeppelman,"5520 Appaloosa Cir, Morrow, OH",45152,256000,6/23/2022,3,2,2005,1440,7022,2
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"2061 River Birch Dr, Amelia, OH",45103,265000,12/29/2023,3,3,2005,1680,13503.6,1
Ramvyasa Thavasiraj,"1076 Keny Blvd, London",43140,275000,12/28/2023,3,3,2005,1641,7405,2
Srikar Kudumula,"1076 Keny Blvd, London, OH",43140,275000,12/28/2023,3,3,2005,1641,7405,2
Nathan Poeppelman,"5195 Man O War Dr, Morrow, OH",45152,308500,10/7/2022,3,2.5,2005,2142,10497,3
Ishaan Chaudhari,"33563 State Route 784, Grayson",41143,355000,8/1/2023,3,2,2005,1792,6795360,4
Nathan Poeppelman,"5197 Appaloosa Cir, Morrow, OH",45152,357000,10/4/2022,4,2.5,2005,2144,6534,2
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"4780 Horshoe Bnd, Batavia, OH",45103,525000,12/29/2023,5,3.5,2005,3931,14374.8,3
Rachael Rahe,"2640 Stonehaven Dr, Cincinnati, OH",45245,565000,2/26/2021,4,5,2005,4640,29620.8,3
Ishaan Chaudhari,"12510 W Pine Lake Rd, Salem, OH",44460,625000,12/9/2022,4,3,2005,2608,3320578.8,8
Aditya Raj Singhal,"1034 Windsor Dr, Shelbyville, KY",40065,640000,1/8/2024,6,5,2005,"4,856",59677.2,3
Sarah Schaefer,"337 Compton Hills Dr, Cincinnati, OH",45215,800000,10/18/2023,4,5,2005,"3,257","20,473",3
Aditya Raj Singhal,"8189 Creek Hollow Rd, Blacklick, OH",43004,1300000,1/10/2024,6,7,2005,"5,979",47916,3
Jessie Beyrer,"3902 Doris Dr, Okeana, OH",45053,110000,8/24/2005,5,4,2006,"3,838",220849.2,3
Ishaan Chaudhari,"10209 Winding River Way, Louisville",40229,185000,2/10/2022,4,2.5,2006,2000,6556215.6,2
Catherine Ngothi,"2442 Elderberry Ct, Cincinnati, OH",45239,210000,12/8/2023,2,2,2006,1456,"30,056",1
Adapa Veda Supraja,"2442 Elderberry Ct, Cincinnati, OH",45239,214300,12/8/2023,2,3,2006,1456,NA,2
Zachary Durst,"121 Paddlewheel Dr, New Richmond, OH",45157,245900,12/18/2023,3,2,2006,1160,10018,2
Catherine Ngothi,"7302 Bridge Point Dr UNIT 16, Cincinnati, OH",45248,264900,11/15/2023,2,2,2006,1934,N/A,No data
Zachary Durst,"139 Paddlewheel Dr, New Richmond, OH",45157,270000,10/6/2023,3,2.5,2006,1344,9626,NA
Zachary Durst,"141 Paddlewheel Dr, New Richmond, OH",45157,287400,12/12/2023,3,3,2006,1968,50529.6,2
Mohammed Tahir Madni Mohammed,"1522 Jonathan Ave, Cincinnati, OH",45207,300000,11/22/2023,3,3,2006,1971,10197,2
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"252 Stetson St APT 401, Cincinnati, OH",45219,309000,7/31/2023,2,2,2006,981,-,2
Nathan Poeppelman,"5320 Hopewell Valley Dr, Morrow, OH",45152,315000,9/30/2022,3,2,2006,1429,9757,2
Nathan Poeppelman,"5508 Appaloosa Cir, Morrow, OH",45152,337000,5/2/2023,4,2.5,2006,1998,7596,2
Caylee Rosa,"513 Conrad Dr, Cincinnati, OH",45231,460000,11/17/2023,4,4,2006,"2,519",17424,3
Manan Sharma,"5706 Dry Ridge Rd, Cincinnati, OH",45252,570000,6/1/2023,4,4,2006,2519,77101,3
Nicole Baker,"11483 New Biddinger Rd, Harrison, OH",45030,667000,11/18/2022,4,5,2006,3908,243064,3
Georgia Croci,"1715 E McMillan Street #1, Cincinnati OH",45206,1050000,11/6/2023,3,3.5,2006,2648,NA,2
Nishit Raj,"1715 E McMillan St #1, Cincinnati, OH",45206,1050000,11/6/2023,3,3,2006,2648,,2
Nathan Poeppelman,"5544 Appaloosa Cir, Morrow, OH",45152,305000,1/10/2023,3,2.5,2007,2410,6002,2
Nathan Poeppelman,"5236 Man O War Dr, Morrow, OH",45152,325000,6/9/2022,3,2.5,2007,2122,13068,2
Nathan Poeppelman,"5252 Venetian Way, Morrow, OH",45152,400000,4/21/3149,3,3,2007,2998,7200,2
Nathan Poeppelman,"5249 Secretariat Dr, Morrow, OH",45152,405000,12/16/2022,5,2.5,2007,3500,12196.8,2
Pimlapas Kumkerd,"752 Delta Ave UNIT 8, Cincinnati, OH",45226,440000,12/28/2023,2,3,2007,"1,678",,2
Dominic DiSalvo,"10408 Bugle Way, Harrison, OH",45030,449500,2/24/2023,4,2,2007,"3,633",16552.8,3
Nathan Poeppelman,"5277 Secretariat Dr, Morrow, OH",45152,483100,12/1/2023,5,3.5,2007,5000,22215.6,2
Manan Sharma,"5822 Day Rd, Cincinnati, OH",45252,566000,12/15/2021,4,5,2007,2171,90169,2
Heather Stoffer,"606 Watch Point Dr, Cincinnati, OH ",45230,647800,2/1/2021,5,4,2007,"4,056","43,996",2
Sarah Schaefer,"416 Oliver Rd, Cincinnati, OH",45215,858700,9/27/2023,5,5,2007,"3,872","20,473",3
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"225 Stetson St, Cincinnati, OH",45219,227000,8/4/2023,1,1.5,2008,820,4476,1
Ishaan Chaudhari,"4227 Greenhill Ct, Batavia, OH",45103,310000,6/25/2021,4,4,2008,1848,3751387.2,2
Catherine Ngothi,"7216 Rolling Oaks Ct, Cincinnati, OH",45239,360000,1/9/2024,4,3,2008,2180,"7,579",No data
Jadyn Bauss,"7216 Rolling Oaks Ct, Cincinnati, OH ",45239,360000,1/9/2024,4,3,2008,"2,180","7,579",2
Ranjay Bose,"7216 Rolling Oaks Ct,Cincinnati,OH",45239,360000,1/9/2024,4,3,2008,2180,7579.44,N/A
Surya Sanjay Bandari,"7216 Rolling Oaks Ct, Cincinnati, OH ",45239,360000,1/9/2024,4,3,2008,2180,7579,N/A
Surya Sanjay Bandari,"7216 Rolling Oaks Ct, Cincinnati, OH ",45239,360000,1/9/2024,4,3,2008,2180,6758,N/A
Nathan Poeppelman,"5415 Appaloosa Cir, Morrow, OH ",45152,410000,2/2/2023,4,3.5,2008,4086,12196.8,2
Nishit Raj,"3356 Marburg Square Ln, Cincinnati, OH",45209,484000,11/6/2023,3,4,2008,2062,29876,2
Qinghua Huang,"3356 Marburg Square Ln, Cincinnati, OH",45209,484000,11/6/2023,3,4,2008,2062,27846,2 Garage spaces
Ishaan Chaudhari,"2048 Tick Ridge Rd, Waterloo",45688,535000,7/15/2021,3,2,2008,1472,9104040,2
Jadyn Bauss,"625 Athens Ave, Cincinnati, OH",45226,590000,1/11/2024,3,4,2008,"2,342","3,005",2
Jameson Zink,"625 Athens Ave,Cincinnati,OH",45226,590000,1/11/2024,3,4,2008,2342,3005.64,2
Ranjay Bose,"625 Athens Ave,Cincinnati,OH",45226,590000,1/11/2024,3,4,2008,2342,3005.64,2
Surya Sanjay Bandari,"625 Athens Ave, Cincinnati, OH ",45226,590000,1/11/2024,3,4,2008,2342,3005,2
William Treutel,"5760 Day Rd, Cincinnati, OH",45252,680000,11/1/2023,5,5,2008,4000,217800,3
Dominic DiSalvo,"5760 Day Rd, Cincinnati, OH",45252,680000,11/1/2023,5,4.5,2008,"4,000",217800,3
Ishaan Chaudhari,"3708 Ballard Woods Ct, Smithfield",40068,695000,2/24/2021,5,5,2008,5996,6926040,3
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"2053 Commons Cir #6, Batavia, OH",45103,200000,1/3/2024,3,2,2009,1461,10367,1
Nathan Poeppelman,"5241 Man O War Dr, Morrow, OH",45152,275000,7/8/2022,3,2.5,2009,1720,8398,2
Nathan Poeppelman,"2594 Morgan Dr, Morrow, OH",45152,300000,12/5/2023,3,3,2009,2575,10497,2
Nathan Poeppelman,"5313 Valley View Dr, Morrow, OH",45152,347000,5/31/2023,4,2.5,2009,2256,12196.8,2
Catherine Ngothi,"7435 Thompson Rd, Cincinnati, OH",45247,358000,11/21/2023,3,3,2009,2083,"47,916",2
David Dickens,"10610 Schlottman Rd, Loveland, OH",45140,2900000,11/17/2023,5,8,2009,11201,680842,6
Ramvyasa Thavasiraj,"395 Landis Ln, London, OH",43140,320000,12/8/2023,3,3,2010,2048,14810,2
Srikar Kudumula,"395 Landis Ln, London, OH",43140,320000,12/8/2023,3,3,2010,2048,14810.4,2
Nathan Poeppelman,"2703 Blackgold Ct, Morrow, OH",45152,320000,8/23/2022,3,3.5,2010,2601,10005,2
Nathan Poeppelman,"2699 Affirmed Dr, Morrow, OH",45152,379000,9/8/2023,4,3.5,2010,2822,10005,2
Kijung Lee,"1816 Greentree Meadows Dr, Lebanon, OH",45036,415000,1/2/2024,5,3,2010,2838,8999,NA
Miranda Knisley,"3901 West St UNIT 206, Cincinnati, OH",45227,595000,10/17/2023,2,2,2011,1273,N/A,2
Sergio Mateo,4166 Keller Ct,45245,360000,9/8/2023,3,3,2012,1422,9169.38,2
Nicole Baker,"7640 Demar Rd, Cincinnati, OH",45243,2200000,6/23/2023,5,6,2012,4976,43560,3
Prashant Mukesh Gupta,"205 E Rochelle St, Cincinnati, OH",45219,290000,1/8/2024,1,1,2013,938,13939,1
Nikhil Sai Kumar Runku,"205 E Rochelle St, Cincinnati, OH",45219,290000,1/8/2024,1,1,2013,938,13939,1
Kijung Lee,"1161 Walden Ct, Lebanon, OH",45036,324900,12/27/2023,4,3,2013,2002,12632,2
Aditya Raj Singhal,"8626 Oaks Way, Louisville, KY",40299,451000,1/11/2024,4,3,2013,"3,450",7840,2
David Dickens,"3737 Rawson Farm Ln, Cincinnati, OH",45220,999000,7/15/2022,5,6,2013,6401,17859,3
Nathan Poeppelman,"5326 Hopewell Valley Dr, Morrow, OH",45152,358000,7/24/2023,4,2.5,2014,2086,9086,2
Nikhita Veluri,"3714 Eastern Hills Ln, Cincinnati, OH",45209,487600,9/19/2023,3,3.5,2014,2285,6468,2
Miranda Knisley,"3900 West St UNIT 105, Cincinnati, OH",45227,1050000,8/2/2023,2,2,2014,N/A,N/A,2
Miranda Knisley,"3900 West St UNIT 305, Cincinnati, OH",45227,1175000,8/9/2023,2,3,2014,2344,1.29,2
Miranda Knisley,"3900 West St UNIT 203, Cincinnati, OH",45227,1650000,7/28/2023,3,3,2014,3288,N/A,2
Georgia Croci,"3900 West Street #301/3, Cincinnati OH",45227,2275000,12/20/2023,4,5,2014,4592,NA,5
Miranda Knisley,"3900 West St #301/3, Cincinnati, OH",45227,2275000,12/20/2023,4,5,2014,4592,N/A,5
Nathan Poeppelman,"2686 Blackgold Ct, Morrow, OH",45152,375,5/27/2022,3,2.5,2015,2716,7200,2
Nathan Poeppelman,"5305 Valley View Dr, Morrow, OH",45152,355000,9/23/2022,4,3,2015,2556,9461,2
Nathan Poeppelman,"5328 Valley View Dr, Morrow, OH",45152,365000,8/12/2022,4,2.5,2015,2246,9204,2
Nathan Poeppelman,"5273 Man O War Dr, Morrow, OH",45152,382000,2/22/2023,4,4,2015,2733,7143,2
Sarah Schaefer,"3916 Legacy Dr, Mason, OH",45040,385000,11/30/2023,2,2,2015,"1,760","6,098",2
Dominic DiSalvo,"6975 Chapel Ln, Harrison, OH",45030,525000,7/10/2023,5,3.5,2015,"4,456",19602,3
Kijung Lee,"4228 Fawn Crossing Dr, Mason, OH",45040,599950,1/3/2024,4,4,2015,3880,7731,2
Catherine Ngothi,"8003 Oakbridge Way, Cincinnati, OH",45248,275000,11/9/2023,2,2,2016,1401,"1,402",Open parking
Ajay Mahato,"4165 S Yorkshire Sq, Cincinnati, OH",45245,280000,1/25/2024,3,3,2016,2064,5462,2
Anil Palazzo,"4165 S Yorkshire Sq, Cincinnati, OH",45245,280000,1/5/2024,3,3,2016,"2,064","5,462",2
Dominic DiSalvo,"7333 Vista View Cir, Harrison",45030,399000,11/14/2022,4,2.5,2016,"3,520",12196.8,2
Aditya Raj Singhal,"5200 Robertson Ct, Crestwood, KY",40014,629000,1/9/2024,5,3,2016,"2,444",224334,2
Heather Stoffer,"313 Rugby Ave, Terrace Park, OH ",45174,1324000,5/2/2023,4,5,2016,"6,483","19,166",2
Nikhil Sai Kumar Runku,"7886 Ayers Rd, Cincinnati, OH",45255,2495000,5/31/2023,4,5,2016,6552,87120,3
Nikhil Sai Kumar Runku,"7995 Ayers Rd, Cincinnati, OH 45255",45255,7500000,7/12/2023,4,6,2016,7370,132422.4,1
David Dickens,"98 Bonnieview Ln, Cincinnati, OH",45220,208980,4/4/2023,4,4,2017,2504,16988,8
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"1544 Adams Ct, Amelia, OH",45102,415000,12/22/2023,4,4,2017,2960,13068,1
Surya Sanjay Bandari,"6955 Mary Joy Ct, Cleves, OH",45002,480000,1/12/2024,3,3,2017,2004,4008,2
Ishaan Chaudhari,"1901 Carper Rd, Vinton, OH",45686,685000,10/13/2023,2,2,2017,2000,3746160,1
Nikhil Sai Kumar Runku,"1059 Celestial St, Cincinnati, OH",45202,3025000,6/18/2021,4,4,2017,6778,10585,3
Kijung Lee,"4153 Bluestem Dr, Lebanon, OH",45036,410000,1/9/2024,4,3,2018,2390,13068,3
Dominic DiSalvo,"7187 Fort Scott Blvd, Harrison, OH",45030,530000,6/19/2023,4,4,2018,"4,250",15246,3
Aditya Raj Singhal,"6426 Paintbrush Ln, Prospect, KY",40059,1070000,1/10/2024,4,4,2018,"3,736",5662,3
Catherine Ngothi,"1036 Misty Stream Dr, Cincinnati, OH",45231,244800,12/27/2023,3,2,2019,1536,"34,412",1
Matt Guido,1036 Misty Stream Dr,45231,244800,12/27/2023,3,2,2019,1536,34412.4,1
Nathan Poeppelman,"5380 Hopewell Valley Dr, Morrow, OH",45152,340000,10/10/2022,3,2,2019,1626,10166,2
Dominic DiSalvo,"10546 Atterbury Dr, Harrison, OH",45030,415000,5/8/2023,3,3,2019,"3,008","9,143",2
Dominic DiSalvo,"10563 Atterbury Dr, Harrison, OH",45030,420000,3/1/2023,4,3.5,2019,"3,154",12196.8,3
Nikhil Sai Kumar Runku,"10563 Atterbury Dr, Harrison, OH",45030,420000,3/1/2023,4,3.5,2019,"3,154",12196.8,3
Kijung Lee,"9288 Beacon St, Mason, OH",45040,535000,1/5/2024,3,4,2019,3000,NA,2
Manan Sharma,"6091 Greenpine Dr, Cincinnati, OH",45231,624900,4/6/2021,NA,3,2019,2715,16552,1
Hunter Jessee,"1226 Grace Ave, Cincinnati, OH",45208,1430000,12/11/2023,5,5,2019,4164,9539,2
Georgia Croci,"1226 Grace Ave, Cincinnati OH",45208,1432500,12/11/2023,5,5,2019,4164,9539,2
Zachary Durst,"1337 Cooper Rd, New Richmond, OH",45157,320000,12/13/2023,3,2,2020,1314,94960.8,2
Dominic DiSalvo,"10522 Atterbury Dr, Harrison, OH",45030,350000,4/28/2023,4,4,2020,"2,382","9,792",2
Dominic DiSalvo,"7477 Vista View Cir, Harrison, OH",45030,427000,6/13/2023,4,3,2020,"2,762",13939.2,2
Ishaan Chaudhari,"278 Mahogany Ln, Commercial Pt",43116,392875,4/15/2021,3,2,2021,2182,8581320,2
Manan Sharma,"Greenpine Dr, Cincinnati, OH",45231,530230,9/3/2021,NA,3.5,2021,3119,13939,1
Catherine Ngothi,"2452 Amelia Ct, Cincinnati, OH",45213,324900,11/30/2023,3,3,2022,N/A,"8,973",2
Zachary Durst,"229 River Breeze Ct, New Richmond, OH",45157,329000,10/25/2023,4,2.5,2022,1903,10367,2
Nathan Poeppelman,"2688 Aristides Ct, Morrow, OH",45152,369415,11/22/2022,4,3.5,2022,1823,7801,2
Nathan Poeppelman,"2706 Aristides Ct, Morrow, OH",45152,404325,6/29/2022,3,2,2022,1567,7801,2
Catherine Ngothi,"3061 Barnbougle Dr, Cincinnati, OH",45233,430000,11/21/2023,3,2,2022,2515,"7,949",2
Nathan Poeppelman,"3141 Village Ct, Morrow, OH",45152,449900,9/29/2022,4,2.5,2022,2500,19166.4,2
Nathan Poeppelman,"5455 Hopewell Valley Dr, Morrow, OH",45152,455000,4/28/2023,5,2.5,2022,2862,13068,3
Robin Verdon,"3710 Watterson Rd, Fairfax, OH",45227,592000,11/16/2023,3,3,2022,2189,4922,2
Sarah Schaefer,"2864 Ziegle Ave, Cincinnati, OH",45208,843475,6/8/2023,3,4,2022,"2,960","4,791",2
Stewart Shumrick,1425 Apple Farm Ln,45230,873500,12/8/2023,4,3,2022,2676,20908.8,2
Georgia Croci,"3910 Edwards Road #9, Cincinnati OH",45209,1059162,12/18/2023,3,4,2022,1276,2362,2
Robin Verdon,"4109 Whetsel Ave, Cincinnati, OH",45227,210000,10/30/2023,3,3,2023,1300,5767,
Lokesh Rudravalambi Suresh,"5308 Whetsel Ave, Cincinnati",45227,215000,1/12/2024,3,3,2023,1300,5793,0
Srikar Kudumula,"456 Quincy Cir LOT 27, London, OH",43140,287990,1/10/2024,3,2,2023,1354,10018,2
Ramvyasa Thavasiraj,"419 Quincy Cir, London, OH",43140,320305,12/19/2023,5,3,2023,2414,10018,3
Srikar Kudumula,"419 Quincy Cir, London, OH",43140,320305,12/19/2023,5,3,2023,2414,10018,3
Nikhil Sai Kumar Runku,"419 Quincy Cir, London, OH",43140,320305,12/19/2023,5,3,2023,2414,10018,3
Srikar Kudumula,"457 Quincy Cir LOT 36, London, OH",43140,349900,1/3/2024,4,3,2023,2150,10018,2
Jadyn Bauss,"5057 Garden Grove Ln, Cincinnati, OH",45238,353000,12/22/2023,2,2,2023,"1,320",N/A,2
Lokesh Rudravalambi Suresh,5057 Garden Grove Ln,45238,353000,12/22/2023,2,2,2023,1320,1320,2
Adapa Veda Supraja,5057 Garden Grove Ln,45238,353000,12/22/2023,2,2,2023,1320,1320,NA
